Module,File path,Related route,File type,Hard-coded literal count,Shared translation usage,Translation mechanism,Current status,Last recheck,Remaining notes
gift-card-studio,src/modules/gift-card-studio/api.ts,,Support,5,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Gift access is invalid or expired.; Gift could not be claimed.; Gift event could not be recorded.; Gift request could not be created.; Gift response could not be saved.
gift-card-studio,src/modules/gift-card-studio/module.tsx,,Support,8,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,"(""gift_card_studio.create_gift"",async(request:ModuleCapabilityRequest; Gift Card & Voucher Studio; Gift Card Administration; Gift created.; Gift invoice requested.; Gift ledger updated."
gift-card-studio,src/modules/gift-card-studio/pages/AdminPage.tsx,/admin/gift-card-studio,Page,13,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,"Gift Card & Voucher Administration; Moderate public products and supervise payment, expiry, unclaimed value, refund and fraud risks.; No operational gift risks detected.; No product moderation items.; No profile moderation items.; Operational risks"
gift-card-studio,src/modules/gift-card-studio/pages/ProviderPage.tsx,/providers/:providerId/gift-card-studio,Page,85,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,0 = unlimited; ;searchParams:Record; Activity title; Amount; Approved products; Assigned user UUID
gift-card-studio,src/modules/gift-card-studio/pages/PublicGiftPage.tsx,/providers/:providerId/gifts,Page,37,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,;searchParams:Record; Ask for help; Buy or request a gift; Claim a gift; Claim securely; Create secure gift request
household-caregiver-studio,src/modules/household-caregiver-studio/api.ts,,Support,7,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Caregiver invitation could not be accepted.; Caregiver invitation could not be created.; Household access is invalid or expired.; Household event could not be recorded.; Household member could not be added.; Household response could not be saved.
household-caregiver-studio,src/modules/household-caregiver-studio/module.tsx,,Support,11,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,"(""household_caregiver_studio.create_household"", async (request: ModuleCapabilityRequest; Caregiver invitation accepted.; Caregiver invited.; Caregiver reviewed.; Household & Caregiver Administration; Household & Caregiver Coordination"
household-caregiver-studio,src/modules/household-caregiver-studio/pages/AdminPage.tsx,/admin/household-caregiver-studio,Page,21,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Approve; Caregiver verification and permission risk; Delegate risks; Expire; Household & Caregiver Administration; Minor and guardian authority review
household-caregiver-studio,src/modules/household-caregiver-studio/pages/ProviderPage.tsx,/providers/:providerId/household-caregiver-studio,Page,50,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,; searchParams: Record; Active households; Activity title; Add activity; Add household member; Add member
household-caregiver-studio,src/modules/household-caregiver-studio/pages/PublicHouseholdPage.tsx,/providers/:providerId/household-care,Page,46,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,; searchParams: Record; Accept caregiver invitation; Accept securely; Add a household member; Add member; Ask provider for help
lead-pipeline-studio,src/modules/lead-pipeline-studio/module.tsx,,Support,3,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Lead Pipeline; Lead Pipeline Admin; Provider Next Step
lead-pipeline-studio,src/modules/lead-pipeline-studio/pages/AdminPage.tsx,/admin/lead-pipeline-studio,Page,7,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Lead Pipeline Admin; Moderate public pipeline configuration and supervise urgent or overdue provider leads without exposing private requests publicly.; Moderation and supervision queue; No pending configuration or urgent/overdue leads.; Private lead supervision only. Contact the provider team through operational workflow; do not publish customer details.; Reviewer note
lead-pipeline-studio,src/modules/lead-pipeline-studio/pages/ProviderPage.tsx,/providers/:providerId/lead-pipeline-studio,Page,32,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Add activity; Add lead; Add note/task; Add stage; Capture lead manually; Create pipeline
lead-pipeline-studio,src/modules/lead-pipeline-studio/pages/PublicNextStepPage.tsx,/providers/:providerId/next-step,Page,14,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,"Contact choices; Email; Explain your goal, preferred service/date/city, questions, or support needs.; Full name; High; Low"
live-engagement,src/modules/live-engagement/module.tsx,,Support,2,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Live Engagement; Provider Live
live-engagement,src/modules/live-engagement/pages/AdminPage.tsx,/admin/live-engagement,Page,16,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Apply; Approve; Approve + schedule; Archive; Live Engagement Admin; Mark live
live-engagement,src/modules/live-engagement/pages/ProviderPage.tsx,/providers/:providerId/live-engagement,Page,48,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Aftercare; Allow RSVP reminders through LSevin notifications; Allow public questions; Announcement; Approved seed; Approved sessions
live-engagement,src/modules/live-engagement/pages/PublicLivePage.tsx,/providers/:providerId/live,Page,19,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,"1. RSVP to receive LSevin reminders.; 2. Ask your question before the session.; 3. Join live, watch replay or request guidance after the session.; Ask a question before the live; Ask question; Customer safety"
loyalty-studio,src/modules/loyalty-studio/module.tsx,,Support,3,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Loyalty Admin; Loyalty Studio; Provider Club
loyalty-studio,src/modules/loyalty-studio/pages/AdminPage.tsx,/admin/loyalty-studio,Page,8,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,"Approve; Loyalty Studio Admin; Moderate loyalty tiers, perks and public customer benefit claims before they appear on LSevin.; Open perk claims; Perk moderation; Reject"
loyalty-studio,src/modules/loyalty-studio/pages/ProviderPage.tsx,/providers/:providerId/loyalty-studio,Page,42,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Aftercare; Approved perks; Approved tiers; Club name; Club profile; Content access
loyalty-studio,src/modules/loyalty-studio/pages/PublicClubPage.tsx,/providers/:providerId/club,Page,11,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Approved perks; Approved tiers; Email; In-app; Join club; Member tiers
manage,src/modules/manage/components/ManagementHub.tsx,,Component,21,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,"Availability; Bookings; Core marketplace readiness items completed.; Create, edit, link, or unlink provider staff and specialists.; Customer feedback and provider replies.; Data entry for services, prices, duration, booking settings, and status."
manage,src/modules/manage/module.tsx,,Support,1,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Manage
manage,src/modules/manage/pages/ProviderManagePage.tsx,/providers/:providerId/manage,Page,2,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Manage provider; One control surface for every provider data-entry and operations module.
media,src/modules/media/components/MediaManager.tsx,,Component,9,Yes,LocalizedField,Needs conversion,2026-07-17T01:37:41.492869+00:00,افزودن رسانه; انتخاب یا بارگذاری رسانه; ترتیب نمایش; تصویر; توضیحات; عنوان رسانه
media,src/modules/media/module.tsx,,Support,1,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Media
media,src/modules/media/pages/MediaPage.tsx,/providers/:providerId/media,Page,2,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Manage gallery photos and videos used in LSevin provider pages.; Media
media-library,src/modules/media-library/module.tsx,,Support,2,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Global Media Library; Provider Media Library
media-library,src/modules/media-library/pages/AdminPage.tsx,/admin/media-library,Page,13,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Apply; Approve; Approved; Assets; Decision; Global Media Library
media-library,src/modules/media-library/pages/ProviderPage.tsx,/providers/:providerId/media-library,Page,30,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Add media; Alt English; Alt Persian; Approved; Attach to; Attached media
membership-studio,src/modules/membership-studio/api.ts,,Support,4,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Membership access is invalid or expired.; Membership event could not be recorded.; Membership request could not be created.; Membership response could not be saved.
membership-studio,src/modules/membership-studio/module.tsx,,Support,7,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,"(""membership_studio.create_membership"",async(request:ModuleCapabilityRequest; Membership & Pass Studio; Membership Admin; Membership created.; Membership invoice requested.; Membership usage recorded."
membership-studio,src/modules/membership-studio/pages/AdminPage.tsx,/admin/membership-studio,Page,17,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,"Approve; Membership & Pass Supervision; Moderate public plans and supervise payment, expiry, low-credit, cancellation and auto-renew consent risks.; Moderation note; No plan moderation items.; No profile moderation items."
membership-studio,src/modules/membership-studio/pages/ProviderPage.tsx,/providers/:providerId/membership-studio,Page,56,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,"12-session fitness pass; ;searchParams:Record; Assigned user UUID; Auto-renew; Auto-renew option; Benefits, services and eligibility"
membership-studio,src/modules/membership-studio/pages/PublicMembershipPage.tsx,/providers/:providerId/memberships,Page,36,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,;searchParams:Record; Accept plan; Ask for help; Cancel membership; Credits; Decline request
notifications-module,src/modules/notifications-module/api.ts,,Support,1,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Unauthorized notification bridge request
notifications-module,src/modules/notifications-module/module.tsx,,Support,7,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,"(""notifications.emit_from_lsevin"", async (request: ModuleCapabilityRequest; (""notifications.subscribe_audience"", async (request: ModuleCapabilityRequest; Audience subscription connected to the portal notification platform.; LSevin platform event was recorded and delivered to the portal inbox.; Notification Templates; Notification created by Notifications module."
notifications-module,src/modules/notifications-module/pages/AdminPage.tsx,/admin/notifications,Page,37,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Active; Admin; Body; Body English; Body Persian; Bridge events
notifications-module,src/modules/notifications-module/pages/ProviderPage.tsx,/providers/:providerId/notifications,Page,8,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,"Inbox; Inbox items; Mark read; No notifications yet.; Operational inbox for claim, payment, booking, review, ticket, and content updates.; Provider Notifications"
offers,src/modules/offers/components/OffersManager.tsx,,Component,13,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Code; Create offer; Description; Discount percent; Featured; No offers yet.
offers,src/modules/offers/module.tsx,,Support,1,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Offers
offers,src/modules/offers/pages/AdminOffersPage.tsx,/admin/offers,Page,28,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Active; Admin control center; All providers; All statuses; Change the filters or create offers from provider workspaces.; Controls
offers,src/modules/offers/pages/OffersPage.tsx,/providers/:providerId/offers,Page,2,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Create and manage promotional offers for provider services.; Offers
onboarding,src/modules/onboarding/components/ApplicationForm.tsx,,Component,12,Yes,LocalizedField,Needs conversion,2026-07-17T01:37:41.492869+00:00,انتخاب نوع; ایمیل; تخصص یا نقش; تلفن; ثبت مرکز یا ارائه‌دهنده; درخواست مالکیت صفحه کارمند
onboarding,src/modules/onboarding/module.tsx,,Support,8,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Application Review; Applications; Become LSevin staff; Become a provider; New provider application; New staff profile request
onboarding,src/modules/onboarding/pages/ApplicationsPage.tsx,/applications,Page,7,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Applications submitted by your account.; New application; No applications; Open; Provider applications; Start
onboarding,src/modules/onboarding/pages/LandingPage.tsx,/become-provider,Page,30,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,"A modular portal where registered LSevin users can apply as providers, or admins can assign existing providers to users so they can manage their own services, staff, media, availability, bookings, offers, support, finance, and reports.; Availability; Become a provider; Bookings; Conversion flow; Dashboard"
onboarding,src/modules/onboarding/pages/NewApplicationPage.tsx,/applications/new,Page,2,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Become a provider; Submit your provider information. LSevin admins can approve it and create or attach a provider workspace.
onboarding,src/modules/onboarding/pages/NewStaffApplicationPage.tsx,/applications/new/staff,Page,2,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Claim or create a staff profile; Submit your staff profile ownership request. Clinic confirmation and LSevin approval are required before profile management is enabled.
onboarding,src/modules/onboarding/pages/StaffLandingPage.tsx,/become-staff,Page,29,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,"A dedicated landing path for doctors, specialists, trainers, beauty experts, interpreters, guides, and employees who need to claim or create a staff page connected to a verified provider.; Bookings; Claim an existing staff profile; Claim or create staff profile; Clinic + LSevin controlled access; Clinic relationship"
package-studio,src/modules/package-studio/module.tsx,,Support,3,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Package Studio; Package Studio Admin; Provider Packages
package-studio,src/modules/package-studio/pages/AdminPage.tsx,/admin/package-studio,Page,11,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Approve; Archive; Load; Moderate provider packages and supervise custom package requests before they appear on LSevin front.; Moderation note; Open package requests
package-studio,src/modules/package-studio/pages/ProviderPage.tsx,/providers/:providerId/package-studio,Page,50,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Add; Add inclusion; Aftercare; Approved internal seed; Approved packages; Consultation
package-studio,src/modules/package-studio/pages/PublicPackagesPage.tsx,/providers/:providerId/packages,Page,22,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Aftercare; Approved packages; Arabic; Budget; Consultation required; Country
partner-studio,src/modules/partner-studio/module.tsx,,Support,3,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Partner Admin; Partner Studio; Provider Partners
partner-studio,src/modules/partner-studio/pages/AdminPage.tsx,/admin/partner-studio,Page,11,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,"Approve; Customer partner requests; Load; Moderate provider partner networks before they become public: hotels, transfers, interpreters, labs, gyms, spas, tours and local support.; Partner Studio Admin; Provider UUID"
partner-studio,src/modules/partner-studio/pages/ProviderPage.tsx,/providers/:providerId/partner-studio,Page,57,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,"Add partner; Admin-approved direct; Airport transfer; Approved partners; Area / neighborhood; Build a moderated LSevin partner network for hotels, transfers, interpreters, labs, gyms, spas, tours and local support around the provider journey."
partner-studio,src/modules/partner-studio/pages/PublicPartnerPage.tsx,/providers/:providerId/partners,Page,21,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,City; Country; Email; Gym; Hotel; Hotels
payment-billing,src/modules/payment-billing/api.ts,,Support,1,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Missing payment intent id.
payment-billing,src/modules/payment-billing/module.tsx,,Support,16,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,"(""billing.issue_invoice"", async (request: ModuleCapabilityRequest; (""billing.issue_proforma"", async (request: ModuleCapabilityRequest; (""billing.issue_tax_invoice"", async (request: ModuleCapabilityRequest; (""payment.create_payment_intent"", async (request: ModuleCapabilityRequest; (""payment.reconcile_bank_statement"", async (request: ModuleCapabilityRequest; (""payment.upload_manual_receipt"", async (request: ModuleCapabilityRequest"
payment-billing,src/modules/payment-billing/pages/AdminPage.tsx,/admin/billing,Page,61,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,"Amount; Apply receipt decision; Bill to; Bill-to entity ID; Bill-to entity type; Central payment module used by Provider Portal, Pricing Plans, Finance/Settlements, Bookings, and any future module through Core ModuleBus capabilities."
payment-billing,src/modules/payment-billing/pages/ProviderPage.tsx,/providers/:providerId/billing,Page,28,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Amount; Create payment intent; Currency; Due; Invoice; Invoice ID
pricing-plans,src/modules/pricing-plans/module.tsx,,Support,2,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Current Provider Plan; Pricing Plans & Entitlements
pricing-plans,src/modules/pricing-plans/pages/AdminPage.tsx,/admin/pricing-plans,Page,28,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Amount; Created; Currency; Database schema; Due date; Free claim
pricing-plans,src/modules/pricing-plans/pages/ProviderPage.tsx,/providers/:providerId/plan,Page,25,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Amount; Billing cycle; Created; Currency; Current Provider Plan; Database schema
progress-outcomes-studio,src/modules/progress-outcomes-studio/api.ts,,Support,4,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Progress event could not be recorded.; Progress plan could not be created.; Progress plan was not found or access is invalid.; Progress response could not be saved.
progress-outcomes-studio,src/modules/progress-outcomes-studio/module.tsx,,Support,12,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,"(""progress_outcomes.create_plan"",async(request:ModuleCapabilityRequest; Consent-aware story handoff prepared.; My Progress; Progress & Outcomes; Progress & Outcomes Admin; Progress activity added."
progress-outcomes-studio,src/modules/progress-outcomes-studio/pages/AdminPage.tsx,/admin/progress-outcomes,Page,13,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,"'completed' or p.story_consent_status; 'none' and (p.status; Approve; Moderate provider progress policies and supervise stalled, overdue, high-risk, safety-related or consent-invalid progress workflows.; No profiles require review.; No progress plans currently require supervision."
progress-outcomes-studio,src/modules/progress-outcomes-studio/pages/ProviderPage.tsx,/providers/:providerId/progress-outcomes,Page,71,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Active; Active plans; Add check-in; Add goal; Add measurement; Add milestone
progress-outcomes-studio,src/modules/progress-outcomes-studio/pages/PublicProgressPage.tsx,/providers/:providerId/my-progress,Page,52,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,;searchParams:Record; Add measurement; Any blockers?; Anything the provider should know? Avoid emergency or highly sensitive details.; Check-ins and measurements; Choose a template or start custom
proposal-studio,src/modules/proposal-studio/module.tsx,,Support,3,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Proposal Admin; Proposal Studio; Provider Proposals
proposal-studio,src/modules/proposal-studio/pages/AdminPage.tsx,/admin/proposal-studio,Page,8,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,"Approve; Customer proposal responses; Moderate proposal templates, personalized proposals and customer responses before they appear or trigger invoice/booking flow.; Proposal Studio Admin; Proposal moderation; Reject"
proposal-studio,src/modules/proposal-studio/pages/ProviderPage.tsx,/providers/:providerId/proposal-studio,Page,46,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Accepted; Add item; Add proposal item; Aftercare plan; Consultation plan; Create personalized proposal
proposal-studio,src/modules/proposal-studio/pages/PublicProposalsPage.tsx,/providers/:providerId/proposals,Page,16,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Accept; Accepted; Decline; Email; In-app; Invoiced
provider-access,src/modules/provider-access/components/ProviderCards.tsx,,Component,6,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Bookings; Manage; Profile; Rating; Services; Staff
provider-access,src/modules/provider-access/module.tsx,,Support,2,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,My providers; Settings
provider-access,src/modules/provider-access/pages/MyProvidersPage.tsx,/providers,Page,5,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,"My providers; New application; No providers assigned; Providers assigned to your LSevin user account.; Your user is logged in, but no provider member row exists yet."
provider-access,src/modules/provider-access/pages/ProviderSettingsPage.tsx,/providers/:providerId/settings,Page,17,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Admin; Assign existing LSevin users to this provider workspace and manage roles.; Assign user; Default provider; Editor; Manager
provider-finance-analytics,src/modules/provider-finance-analytics/components/AdminFinanceConsole.tsx,,Component,38,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Amount; Apply adjustment; Approve; Bank; Bookings; Credit provider
provider-finance-analytics,src/modules/provider-finance-analytics/components/CompensationPoliciesManager.tsx,,Component,5,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Gateway fee:; LSevin compensation policies; Mode:; No compensation policies found. Add policies in the existing commercial module/admin.; Priority:
provider-finance-analytics,src/modules/provider-finance-analytics/components/MoneyMovementTable.tsx,,Component,4,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,"Money movement between LSevin, provider and customer; No transfers are available.; No wallet movement has been recorded yet.; Provider wallet transactions"
provider-finance-analytics,src/modules/provider-finance-analytics/components/ProviderFinanceCommandCenter.tsx,,Component,23,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Amount; Average order value; Bookings; Create wallet currency; Currency; Ensure wallet
provider-finance-analytics,src/modules/provider-finance-analytics/components/ReportsDashboard.tsx,,Component,16,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Active services; Apply; Average rating; Bookings; Currency; From
provider-finance-analytics,src/modules/provider-finance-analytics/components/SettlementManager.tsx,,Component,21,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,1. LSevin calculates compensation from charge lines and provider ledgers.; 2. Admin creates and approves a settlement batch.; 3. Approved settlements credit the provider wallet.; 4. Provider can request تسویه مالی from wallet balance.; Adjustment; Approve + credit wallet
provider-finance-analytics,src/modules/provider-finance-analytics/module.tsx,,Support,14,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,"Create, approve, and mark provider settlement batches as paid.; Finance Control; LSevin-level compensation, transfers, wallet adjustments, withdrawals, and operational finance.; Provider wallet balances and money movement history.; Provider wallet, payable amount, withdrawals, settlements, and LSevin compensation summary.; Provider-level detailed reports and saved report snapshots."
provider-finance-analytics,src/modules/provider-finance-analytics/pages/AdminReportsPage.tsx,,Page,4,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,No snapshots yet.; Pass a providerId query string to open provider-level statistics. Recent saved snapshots are listed below.; Recent report snapshots; Reports
provider-finance-analytics,src/modules/provider-finance-analytics/pages/AdminSettlementsPage.tsx,,Page,2,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Pass a providerId query string to review and create settlement batches.; Settlement management
providers,src/modules/providers/components/ProfileForm.tsx,,Component,16,Yes,LocalizedField,Needs conversion,2026-07-17T01:37:41.492869+00:00,ایمیل; با کاما جدا کنید; برای هر زبان محتوای مستقل و قالب‌بندی‌شده وارد کنید.; تخصص‌ها; تصویر اصلی پروفایل; تلفن
providers,src/modules/providers/module.tsx,,Support,2,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Profile; Providers
providers,src/modules/providers/pages/AdminProvidersPage.tsx,/admin/providers,Page,27,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Accredited; Active; Admin control center; All provider types; All statuses; Change the filters or approve a provider application first.
providers,src/modules/providers/pages/ProviderProfilePage.tsx,/providers/:providerId/profile,Page,2,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Manage the provider data visible in LSevin marketplace.; Profile
rebooking-studio,src/modules/rebooking-studio/api.ts,,Support,4,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Event could not be recorded.; Rebooking access is invalid or expired.; Rebooking request could not be created.; Rebooking response could not be saved.
rebooking-studio,src/modules/rebooking-studio/module.tsx,,Support,8,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,"(""rebooking_studio.create_invitation"", async (request: ModuleCapabilityRequest; Follow-up & Rebooking; Rebooking Admin; Rebooking activity added.; Rebooking invitation created.; Rebooking record marked as booked."
rebooking-studio,src/modules/rebooking-studio/pages/AdminPage.tsx,/admin/rebooking-studio,Page,16,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,"Approve; Moderate public programs and supervise overdue, urgent, max-attempt and consent-sensitive customer outreach.; Moderation note; No overdue, urgent or max-attempt items.; No profile moderation items.; No program moderation items."
rebooking-studio,src/modules/rebooking-studio/pages/ProviderPage.tsx,/providers/:providerId/rebooking-studio,Page,59,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,; searchParams: Record; Add activity; Allow customer requests; Assigned user UUID; Booking entity ID; Booking entity type
rebooking-studio,src/modules/rebooking-studio/pages/PublicFollowUpPage.tsx,/providers/:providerId/follow-up,Page,27,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,; searchParams: Record; Choose your next step; Continue allowing contact for this follow-up; Decline this follow-up; Describe your preferred timing and what you need. Do not use this page for emergencies.; Email
referral-growth,src/modules/referral-growth/module.tsx,,Support,2,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Referral Growth; Share this provider
referral-growth,src/modules/referral-growth/pages/AdminPage.tsx,/admin/referral-growth,Page,12,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Apply; Approve; Collaborators; Decision; Events; Leads
referral-growth,src/modules/referral-growth/pages/ProviderPage.tsx,/providers/:providerId/referral-growth,Page,48,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Add collaborator; Approved; Booking ID; Booking created; CTA label; Collaborators
referral-growth,src/modules/referral-growth/pages/PublicReferralPage.tsx,/providers/:providerId/referral,Page,12,Yes,Copy,Needs conversion,2026-07-17T01:37:41.492869+00:00,Active collaborators; Channel; Copy link; Direct; Instagram; Optional
reporting-analytics,src/modules/reporting-analytics/module.tsx,,Support,2,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Analytics & Reports; Provider Analytics
reporting-analytics,src/modules/reporting-analytics/pages/AdminPage.tsx,/admin/analytics,Page,14,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,"Admin-wide launch dashboard for supply acquisition, content, bookings, payments, reviews, tickets, and front conversion snapshots.; Analytics & Reports; Bookings; Capture admin snapshot; Format; No snapshots yet."
reporting-analytics,src/modules/reporting-analytics/pages/ProviderPage.tsx,/providers/:providerId/analytics,Page,11,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,"Bookings; Capture current metrics; Create snapshot; Customer-value dashboard for profile views, bookings, paid bookings, reviews, tickets, invoices, and profile completeness signals.; No snapshots yet. Create one before weekly review/export.; Open invoices"
reviews,src/modules/reviews/components/ReviewsManager.tsx,,Component,5,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,No reviews yet.; Public reply; Reply; Verified; Write provider reply...
reviews,src/modules/reviews/module.tsx,,Support,1,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Reviews
reviews,src/modules/reviews/pages/ReviewsPage.tsx,/providers/:providerId/reviews,Page,2,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Read customer reviews and submit provider replies.; Reviews
reviews-standalone,src/modules/reviews-standalone/module.tsx,,Support,2,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Reviews & Replies; Reviews Moderation
reviews-standalone,src/modules/reviews-standalone/pages/AdminPage.tsx,/admin/reviews,Page,16,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Apply; Approve; Average rating; Decision; Hide; Moderate reviews and provider replies before they are visible on LSevin public provider/service/staff pages.
reviews-standalone,src/modules/reviews-standalone/pages/ProviderPage.tsx,/providers/:providerId/reputation,Page,13,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Average rating; No reviews yet.; Pending moderation; Public reply after moderation; Replied; Reply
services,src/modules/services/components/ServiceForm.tsx,,Component,12,Yes,LocalizedField,Needs conversion,2026-07-17T01:37:41.492869+00:00,ارز; انتخاب خدمت; تصویر خدمت; تعریف خدمت اصلی; توضیحات خدمت; ذخیره خدمت
services,src/modules/services/components/ServicesTable.tsx,,Component,5,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Definition; Edit; Price; Service; Status
services,src/modules/services/module.tsx,,Support,3,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Edit service; New service; Services
services,src/modules/services/pages/AdminServicesPage.tsx,/admin/services,Page,28,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Active; Admin control center; All providers; All statuses; Change the filters or ask a provider to add a service.; Commercial
services,src/modules/services/pages/EditServicePage.tsx,/providers/:providerId/services/:serviceId/edit,Page,1,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Edit service
services,src/modules/services/pages/NewServicePage.tsx,/providers/:providerId/services/new,Page,2,No,,Needs conversion,2026-07-17T01:37:41.492869+00:00,Attach a global LSevin service definition to this provider.; New service
